sku,attribute_set_code,product_type,categories,name,description,price,base_image,qty,is_in_stock,related_skus,crosssell_skus,upsell_skus,created_at,updated_at
MSH06-34-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Lono Yoga Short-34-Blue,"Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
&bull; Dark gray shorts with mesh accents.&bull; Ultra flexible four-way stretch.&bull; Flatlock seams and waistband.&bull; Two pockets, phony fly.&bull; Nylon/Lycra outer, Polyester/Lycra inner.",32.0,/m/s/msh06-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH06-34-Gray,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Lono Yoga Short-34-Gray,"Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
&bull; Dark gray shorts with mesh accents.&bull; Ultra flexible four-way stretch.&bull; Flatlock seams and waistband.&bull; Two pockets, phony fly.&bull; Nylon/Lycra outer, Polyester/Lycra inner.",32.0,/m/s/msh06-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH06-34-Red,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Lono Yoga Short-34-Red,"Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
&bull; Dark gray shorts with mesh accents.&bull; Ultra flexible four-way stretch.&bull; Flatlock seams and waistband.&bull; Two pockets, phony fly.&bull; Nylon/Lycra outer, Polyester/Lycra inner.",32.0,/m/s/msh06-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH06-36-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Lono Yoga Short-36-Blue,"Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
&bull; Dark gray shorts with mesh accents.&bull; Ultra flexible four-way stretch.&bull; Flatlock seams and waistband.&bull; Two pockets, phony fly.&bull; Nylon/Lycra outer, Polyester/Lycra inner.",32.0,/m/s/msh06-blue_main_2.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH06-36-Gray,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Lono Yoga Short-36-Gray,"Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
&bull; Dark gray shorts with mesh accents.&bull; Ultra flexible four-way stretch.&bull; Flatlock seams and waistband.&bull; Two pockets, phony fly.&bull; Nylon/Lycra outer, Polyester/Lycra inner.",32.0,/m/s/msh06-gray_main_2.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH06-36-Red,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Lono Yoga Short-36-Red,"Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
&bull; Dark gray shorts with mesh accents.&bull; Ultra flexible four-way stretch.&bull; Flatlock seams and waistband.&bull; Two pockets, phony fly.&bull; Nylon/Lycra outer, Polyester/Lycra inner.",32.0,/m/s/msh06-red_main_2.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH06,Bottom,configurable,"Shorts,New Luma Yoga Collection,Default Category",Lono Yoga Short,"Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.
&bull; Dark gray shorts with mesh accents.&bull; Ultra flexible four-way stretch.&bull; Flatlock seams and waistband.&bull; Two pockets, phony fly.&bull; Nylon/Lycra outer, Polyester/Lycra inner.",32.0,/m/s/msh06-gray_main_2.jpg,0.0,1.0,"MT06,MS10,MS07,MT03","24-UG02,24-WG083-blue,24-UG03,24-UG05",,6/26/25,6/26/25
MSH07-32-Black,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-32-Black,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-32-Blue,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-32-Blue,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-32-Purple,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-32-Purple,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-33-Black,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-33-Black,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-33-Blue,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-33-Blue,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-33-Purple,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-33-Purple,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-34-Black,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-34-Black,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-34-Blue,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-34-Blue,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-34-Purple,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-34-Purple,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-36-Black,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-36-Black,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-36-Blue,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-36-Blue,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07-36-Purple,Bottom,simple,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short-36-Purple,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH07,Bottom,configurable,"Shorts,Men Sale,Erin Recommends,Default Category",Rapha  Sports Short,"For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.
&bull; Black shorts with royal accents.&bull; Compression liner. &bull; Inseam: 8"". &bull; Machine wash/dry.",35.0,/m/s/msh07-black_main_1.jpg,0.0,1.0,"MT03,MS06,MT08,MS04","24-UG03,24-UG06,24-UG01,24-WG085",,6/26/25,6/26/25
MSH08-32-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-32-Black,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-32-Blue,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-32-Blue,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-32-Green,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-32-Green,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-33-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-33-Black,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-33-Blue,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-33-Blue,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-33-Green,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-33-Green,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-34-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-34-Black,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-34-Blue,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-34-Blue,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-34-Green,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-34-Green,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-36-Black,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-36-Black,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-36-Blue,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-36-Blue,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08-36-Green,Bottom,simple,"Shorts,Men Sale,Default Category",Orestes Fitness Short-36-Green,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH08,Bottom,configurable,"Shorts,Men Sale,Default Category",Orestes Fitness Short,"You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.
&bull; Black shorts with dark gray accents.&bull; Elasticized waistband with interior drawstring.&bull; Ventilating mesh detailing.&bull; 100% polyester and recycled polyester.&bull; Machine wash cold, tumble dry low.",35.0,/m/s/msh08-black_main_1.jpg,0.0,1.0,"MT12,MS02,MS10,MT02","24-UG06,24-UG03,24-UG07,24-WG088",,6/26/25,6/26/25
MSH09-32-Black,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-32-Black,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-32-Blue,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-32-Blue,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-32-Green,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-32-Green,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-33-Black,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-33-Black,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-33-Blue,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-33-Blue,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-33-Green,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-33-Green,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-34-Black,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-34-Black,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-34-Blue,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-34-Blue,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-34-Green,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-34-Green,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-36-Black,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-36-Black,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-36-Blue,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-36-Blue,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09-36-Green,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short-36-Green,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH09,Bottom,configurable,"Shorts,Performance Fabrics,Default Category",Troy Yoga Short,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.
&bull; Navy polyester pinstripe shorts.&bull; Woven fabric with moderate stretch.&bull; 62% cotton/34% nylon/4% spandex.&bull; LumaTech&trade; lining.",24.0,/m/s/msh09-blue_main_1.jpg,0.0,1.0,"MT11,MS10,MT07,MS08","24-WG082-pink,24-UG02,24-UG05,24-WG088",,6/26/25,6/26/25
MSH10-32-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-32-Blue,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-32-Green,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-32-Green,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-32-Purple,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-32-Purple,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-33-Blue,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-33-Blue,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-33-Green,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-33-Green,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MSH10-33-Purple,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Sol Active Short-33-Purple,"You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.
&bull; Light blue jersey shorts with mesh detail.&bull; 87% Spandex 13% Lycra.&bull; Machine wash cold, tumble dry low.&bull; Superior performance fabric.&bull; Flat-lock seams.",32.0,/m/s/msh10-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
